deal_id,created_date,closed_date,sales_rep_id,industry,region,product_type,lead_source,deal_stage,deal_amount,sales_cycle_days,outcome,won,created_year,created_month,created_quarter,closed_quarter,period,deal_size_band,cycle_band,rep_win_rate,rep_quartile,risk_score,risk_score_pct,risk_tier,risk_factors,recommended_action
D01537,2024-01-12,2024-05-04,rep_25,Ecommerce,Europe,Enterprise,Outbound,Demo,19252,113,Lost,0,2024,1,2024Q1,2024Q2,2024Q1,Mid (10-30K),Stalled (80d+),0.45365853658536587,Q3,0.5539236989743521,55.4,Critical Risk,Long cycle: 113d | Lead Source: Outbound,Escalate to senior rep + schedule executive sponsor call
D01566,2024-02-08,2024-05-16,rep_20,FinTech,North America,Enterprise,Referral,Proposal,4359,98,Lost,0,2024,2,2024Q1,2024Q2,2024Q1,Small (<10K),Stalled (80d+),0.46956521739130436,Q2,0.5540641197381523,55.4,Critical Risk,Long cycle: 98d | Lead Source: Referral,Escalate to senior rep + schedule executive sponsor call
D01168,2024-01-06,2024-03-14,rep_23,Ecommerce,Europe,Pro,Referral,Negotiation,26029,68,Lost,0,2024,1,2024Q1,2024Q1,2024Q1,Mid (10-30K),Slow (45-80d),0.44565217391304346,Q3,0.5543276602937688,55.4,Critical Risk,Lead Source: Referral,Escalate to senior rep + schedule executive sponsor call
D02354,2024-03-15,2024-04-05,rep_14,Ecommerce,Europe,Enterprise,Outbound,Negotiation,7506,21,Won,1,2024,3,2024Q1,2024Q2,2024Q1,Small (<10K),Normal (20-45d),0.4396135265700483,Q4 (Bottom),0.5543394513760909,55.4,Critical Risk,Lead Source: Outbound,Escalate to senior rep + schedule executive sponsor call
D02536,2024-01-05,2024-02-14,rep_11,HealthTech,Europe,Enterprise,Outbound,Demo,13464,40,Won,1,2024,1,2024Q1,2024Q1,2024Q1,Mid (10-30K),Normal (20-45d),0.465,Q2,0.5534623148863,55.3,Critical Risk,Lead Source: Outbound,Escalate to senior rep + schedule executive sponsor call
D03066,2024-02-21,2024-05-08,rep_3,Ecommerce,India,Core,Outbound,Closed,89557,77,Lost,0,2024,2,2024Q1,2024Q2,2024Q1,Enterprise (60K+),Slow (45-80d),0.4722222222222222,Q1 (Top),0.5532649250235202,55.3,Critical Risk,"Long cycle: 77d | Large deal: $89,557 | Lead Source: Outbound",Escalate to senior rep + schedule executive sponsor call
D01402,2024-02-26,2024-03-22,rep_23,SaaS,APAC,Pro,Referral,Qualified,3793,25,Lost,0,2024,2,2024Q1,2024Q1,2024Q1,Small (<10K),Normal (20-45d),0.44565217391304346,Q3,0.5530810641039882,55.3,Critical Risk,Lead Source: Referral,Escalate to senior rep + schedule executive sponsor call
D03904,2024-01-11,2024-03-18,rep_19,EdTech,India,Core,Partner,Negotiation,19579,67,Won,1,2024,1,2024Q1,2024Q1,2024Q1,Mid (10-30K),Slow (45-80d),0.47959183673469385,Q1 (Top),0.5518758502357413,55.2,Critical Risk,Lead Source: Partner,Escalate to senior rep + schedule executive sponsor call
D01236,2024-02-14,2024-05-03,rep_16,HealthTech,Europe,Pro,Inbound,Closed,44704,79,Lost,0,2024,2,2024Q1,2024Q2,2024Q1,Large (30-60K),Slow (45-80d),0.47085201793721976,Q1 (Top),0.551551599325983,55.2,Critical Risk,Long cycle: 79d | Lead Source: Inbound,Escalate to senior rep + schedule executive sponsor call
D01353,2024-03-16,2024-05-23,rep_7,FinTech,Europe,Pro,Inbound,Negotiation,18879,68,Lost,0,2024,3,2024Q1,2024Q2,2024Q1,Mid (10-30K),Slow (45-80d),0.4166666666666667,Q4 (Bottom),0.5515293974612056,55.2,Critical Risk,Lead Source: Inbound,Escalate to senior rep + schedule executive sponsor call
D03044,2024-03-24,2024-06-09,rep_4,Ecommerce,APAC,Pro,Outbound,Qualified,19061,77,Lost,0,2024,3,2024Q1,2024Q2,2024Q1,Mid (10-30K),Slow (45-80d),0.458128078817734,Q2,0.5522813259718243,55.2,Critical Risk,Long cycle: 77d | Lead Source: Outbound,Escalate to senior rep + schedule executive sponsor call
D00807,2024-01-11,2024-03-10,rep_25,EdTech,Europe,Pro,Outbound,Closed,34322,59,Lost,0,2024,1,2024Q1,2024Q1,2024Q1,Large (30-60K),Slow (45-80d),0.45365853658536587,Q3,0.5516879443189829,55.2,Critical Risk,Lead Source: Outbound,Escalate to senior rep + schedule executive sponsor call
D00143,2024-01-03,2024-01-28,rep_14,HealthTech,North America,Enterprise,Partner,Closed,2012,25,Won,1,2024,1,2024Q1,2024Q1,2024Q1,Small (<10K),Normal (20-45d),0.4396135265700483,Q4 (Bottom),0.551949023424989,55.2,Critical Risk,Lead Source: Partner,Escalate to senior rep + schedule executive sponsor call
D03344,2024-03-01,2024-04-12,rep_24,SaaS,North America,Enterprise,Referral,Proposal,4027,42,Lost,0,2024,3,2024Q1,2024Q2,2024Q1,Small (<10K),Normal (20-45d),0.4482758620689655,Q3,0.551946284961746,55.2,Critical Risk,Lead Source: Referral,Escalate to senior rep + schedule executive sponsor call
D04944,2024-01-22,2024-03-12,rep_22,EdTech,India,Pro,Inbound,Demo,13766,50,Won,1,2024,1,2024Q1,2024Q1,2024Q1,Mid (10-30K),Slow (45-80d),0.4009433962264151,Q4 (Bottom),0.551882335486343,55.2,Critical Risk,Lead Source: Inbound,Escalate to senior rep + schedule executive sponsor call
D02433,2024-01-31,2024-05-04,rep_25,EdTech,Europe,Core,Inbound,Closed,11809,94,Lost,0,2024,1,2024Q1,2024Q2,2024Q1,Mid (10-30K),Stalled (80d+),0.45365853658536587,Q3,0.5511314212144421,55.1,Critical Risk,Long cycle: 94d | Lead Source: Inbound,Escalate to senior rep + schedule executive sponsor call
D04929,2024-02-18,2024-04-23,rep_11,FinTech,APAC,Core,Outbound,Closed,16130,65,Won,1,2024,2,2024Q1,2024Q2,2024Q1,Mid (10-30K),Slow (45-80d),0.465,Q2,0.5507305499172298,55.1,Critical Risk,Lead Source: Outbound,Escalate to senior rep + schedule executive sponsor call
D00988,2024-02-25,2024-04-09,rep_22,SaaS,North America,Enterprise,Outbound,Closed,7657,44,Lost,0,2024,2,2024Q1,2024Q2,2024Q1,Small (<10K),Normal (20-45d),0.4009433962264151,Q4 (Bottom),0.5505980327485052,55.1,Critical Risk,Lead Source: Outbound,Escalate to senior rep + schedule executive sponsor call
D02378,2024-01-22,2024-03-18,rep_3,EdTech,North America,Core,Partner,Proposal,18606,56,Won,1,2024,1,2024Q1,2024Q1,2024Q1,Mid (10-30K),Slow (45-80d),0.4722222222222222,Q1 (Top),0.5507386059758005,55.1,Critical Risk,Lead Source: Partner,Escalate to senior rep + schedule executive sponsor call
D03781,2024-03-08,2024-06-20,rep_7,EdTech,Europe,Pro,Outbound,Qualified,77059,104,Lost,0,2024,3,2024Q1,2024Q2,2024Q1,Enterprise (60K+),Stalled (80d+),0.4166666666666667,Q4 (Bottom),0.5510943640864133,55.1,Critical Risk,"Long cycle: 104d | Large deal: $77,059 | Lead Source: Outbound",Escalate to senior rep + schedule executive sponsor call
D03680,2024-02-07,2024-05-03,rep_5,HealthTech,APAC,Core,Outbound,Proposal,44692,86,Lost,0,2024,2,2024Q1,2024Q2,2024Q1,Large (30-60K),Stalled (80d+),0.4577114427860697,Q2,0.5509208263986676,55.1,Critical Risk,Long cycle: 86d | Lead Source: Outbound,Escalate to senior rep + schedule executive sponsor call
D03211,2024-01-07,2024-03-15,rep_3,HealthTech,APAC,Core,Partner,Demo,9292,68,Lost,0,2024,1,2024Q1,2024Q1,2024Q1,Small (<10K),Slow (45-80d),0.4722222222222222,Q1 (Top),0.5506409333458919,55.1,Critical Risk,Lead Source: Partner,Escalate to senior rep + schedule executive sponsor call
D00064,2024-01-14,2024-03-22,rep_7,EdTech,Europe,Pro,Outbound,Qualified,16595,68,Won,1,2024,1,2024Q1,2024Q1,2024Q1,Mid (10-30K),Slow (45-80d),0.4166666666666667,Q4 (Bottom),0.5506214857913999,55.1,Critical Risk,Lead Source: Outbound,Escalate to senior rep + schedule executive sponsor call
D00430,2024-02-16,2024-03-24,rep_16,FinTech,Europe,Pro,Referral,Demo,39116,37,Lost,0,2024,2,2024Q1,2024Q1,2024Q1,Large (30-60K),Normal (20-45d),0.47085201793721976,Q1 (Top),0.5508518985802205,55.1,Critical Risk,Lead Source: Referral,Escalate to senior rep + schedule executive sponsor call
D03976,2024-01-14,2024-03-01,rep_25,FinTech,APAC,Core,Partner,Closed,12586,47,Lost,0,2024,1,2024Q1,2024Q1,2024Q1,Mid (10-30K),Slow (45-80d),0.45365853658536587,Q3,0.5505399793272416,55.1,Critical Risk,Lead Source: Partner,Escalate to senior rep + schedule executive sponsor call
D00266,2024-01-18,2024-03-15,rep_8,Ecommerce,North America,Enterprise,Inbound,Qualified,11921,57,Won,1,2024,1,2024Q1,2024Q1,2024Q1,Mid (10-30K),Slow (45-80d),0.48128342245989303,Q1 (Top),0.5504634162469704,55.0,Critical Risk,Lead Source: Inbound,Escalate to senior rep + schedule executive sponsor call
D02251,2024-01-16,2024-05-04,rep_22,EdTech,India,Pro,Outbound,Proposal,19937,109,Won,1,2024,1,2024Q1,2024Q2,2024Q1,Mid (10-30K),Stalled (80d+),0.4009433962264151,Q4 (Bottom),0.5501555622414956,55.0,Critical Risk,Long cycle: 109d | Lead Source: Outbound,Escalate to senior rep + schedule executive sponsor call
D01962,2024-01-24,2024-04-13,rep_22,FinTech,North America,Pro,Outbound,Proposal,4531,80,Lost,0,2024,1,2024Q1,2024Q2,2024Q1,Small (<10K),Slow (45-80d),0.4009433962264151,Q4 (Bottom),0.5504752564832605,55.0,Critical Risk,Long cycle: 80d | Lead Source: Outbound,Escalate to senior rep + schedule executive sponsor call
D01088,2024-01-08,2024-03-09,rep_24,FinTech,Europe,Pro,Partner,Demo,11129,61,Won,1,2024,1,2024Q1,2024Q1,2024Q1,Mid (10-30K),Slow (45-80d),0.4482758620689655,Q3,0.5500225293671386,55.0,Critical Risk,Lead Source: Partner,Escalate to senior rep + schedule executive sponsor call
D03407,2024-01-08,2024-04-11,rep_14,Ecommerce,India,Core,Inbound,Proposal,11152,94,Won,1,2024,1,2024Q1,2024Q2,2024Q1,Mid (10-30K),Stalled (80d+),0.4396135265700483,Q4 (Bottom),0.5492884116515735,54.9,High Risk,Long cycle: 94d | Lead Source: Inbound,Review deal with manager + offer POC or discount
D04529,2024-02-18,2024-04-03,rep_24,SaaS,India,Pro,Partner,Negotiation,14656,45,Won,1,2024,2,2024Q1,2024Q2,2024Q1,Mid (10-30K),Normal (20-45d),0.4482758620689655,Q3,0.5486424333093465,54.9,High Risk,Lead Source: Partner,Review deal with manager + offer POC or discount
D04841,2024-01-08,2024-02-02,rep_4,Ecommerce,Europe,Pro,Partner,Qualified,7257,25,Lost,0,2024,1,2024Q1,2024Q1,2024Q1,Small (<10K),Normal (20-45d),0.458128078817734,Q2,0.5483300234973062,54.8,High Risk,Lead Source: Partner,Review deal with manager + offer POC or discount
D00349,2024-03-25,2024-07-03,rep_15,EdTech,India,Enterprise,Referral,Negotiation,10996,100,Won,1,2024,3,2024Q1,2024Q3,2024Q1,Mid (10-30K),Stalled (80d+),0.44571428571428573,Q3,0.5478460630730533,54.8,High Risk,Long cycle: 100d | Lead Source: Referral,Review deal with manager + offer POC or discount
D01665,2024-02-01,2024-03-29,rep_16,HealthTech,North America,Core,Referral,Demo,58465,57,Lost,0,2024,2,2024Q1,2024Q1,2024Q1,Large (30-60K),Slow (45-80d),0.47085201793721976,Q1 (Top),0.5482510963294505,54.8,High Risk,Lead Source: Referral,Review deal with manager + offer POC or discount
D00024,2024-03-11,2024-04-10,rep_19,HealthTech,North America,Enterprise,Inbound,Qualified,19062,30,Won,1,2024,3,2024Q1,2024Q2,2024Q1,Mid (10-30K),Normal (20-45d),0.47959183673469385,Q1 (Top),0.5475963371540196,54.8,High Risk,Lead Source: Inbound,Review deal with manager + offer POC or discount
D04506,2024-03-07,2024-04-29,rep_18,Ecommerce,North America,Core,Inbound,Closed,4224,53,Won,1,2024,3,2024Q1,2024Q2,2024Q1,Small (<10K),Slow (45-80d),0.40860215053763443,Q4 (Bottom),0.547045311976854,54.7,High Risk,Lead Source: Inbound,Review deal with manager + offer POC or discount
D02212,2024-03-07,2024-05-28,rep_17,FinTech,India,Enterprise,Outbound,Qualified,19163,82,Won,1,2024,3,2024Q1,2024Q2,2024Q1,Mid (10-30K),Stalled (80d+),0.44571428571428573,Q3,0.5471908821799482,54.7,High Risk,Long cycle: 82d | Lead Source: Outbound,Review deal with manager + offer POC or discount
D04832,2024-01-22,2024-02-19,rep_7,EdTech,Europe,Enterprise,Partner,Demo,5628,28,Won,1,2024,1,2024Q1,2024Q1,2024Q1,Small (<10K),Normal (20-45d),0.4166666666666667,Q4 (Bottom),0.5472941802032731,54.7,High Risk,Lead Source: Partner,Review deal with manager + offer POC or discount
D04054,2024-03-04,2024-04-28,rep_11,HealthTech,APAC,Core,Inbound,Qualified,4739,55,Lost,0,2024,3,2024Q1,2024Q2,2024Q1,Small (<10K),Slow (45-80d),0.465,Q2,0.5474627794332677,54.7,High Risk,Lead Source: Inbound,Review deal with manager + offer POC or discount
D01874,2024-03-23,2024-06-23,rep_18,HealthTech,India,Pro,Inbound,Closed,59992,92,Lost,0,2024,3,2024Q1,2024Q2,2024Q1,Large (30-60K),Stalled (80d+),0.40860215053763443,Q4 (Bottom),0.5468216801925321,54.7,High Risk,Long cycle: 92d | Lead Source: Inbound,Review deal with manager + offer POC or discount
D03074,2024-01-05,2024-04-20,rep_13,Ecommerce,India,Core,Partner,Qualified,6802,106,Won,1,2024,1,2024Q1,2024Q2,2024Q1,Small (<10K),Stalled (80d+),0.441025641025641,Q4 (Bottom),0.5469340088154575,54.7,High Risk,Long cycle: 106d | Lead Source: Partner,Review deal with manager + offer POC or discount
D02924,2024-02-14,2024-03-30,rep_16,FinTech,Europe,Core,Referral,Proposal,54339,45,Lost,0,2024,2,2024Q1,2024Q1,2024Q1,Large (30-60K),Normal (20-45d),0.47085201793721976,Q1 (Top),0.5469964870971693,54.7,High Risk,Lead Source: Referral,Review deal with manager + offer POC or discount
D02782,2024-02-08,2024-04-23,rep_13,SaaS,Europe,Pro,Partner,Demo,7202,75,Won,1,2024,2,2024Q1,2024Q2,2024Q1,Small (<10K),Slow (45-80d),0.441025641025641,Q4 (Bottom),0.5465838052748245,54.7,High Risk,Lead Source: Partner,Review deal with manager + offer POC or discount
D04177,2024-02-22,2024-04-26,rep_5,Ecommerce,India,Pro,Inbound,Demo,14975,64,Lost,0,2024,2,2024Q1,2024Q2,2024Q1,Mid (10-30K),Slow (45-80d),0.4577114427860697,Q2,0.5464155659231416,54.6,High Risk,Lead Source: Inbound,Review deal with manager + offer POC or discount
D02751,2024-01-07,2024-02-17,rep_21,SaaS,India,Core,Outbound,Closed,15368,41,Won,1,2024,1,2024Q1,2024Q1,2024Q1,Mid (10-30K),Normal (20-45d),0.5096153846153846,Q1 (Top),0.5455633269183755,54.6,High Risk,Lead Source: Outbound,Review deal with manager + offer POC or discount
D01759,2024-03-14,2024-04-24,rep_14,HealthTech,APAC,Core,Inbound,Qualified,17742,41,Won,1,2024,3,2024Q1,2024Q2,2024Q1,Mid (10-30K),Normal (20-45d),0.4396135265700483,Q4 (Bottom),0.5464839128461438,54.6,High Risk,Lead Source: Inbound,Review deal with manager + offer POC or discount
D01964,2024-03-17,2024-05-14,rep_18,HealthTech,APAC,Enterprise,Inbound,Qualified,3214,58,Won,1,2024,3,2024Q1,2024Q2,2024Q1,Small (<10K),Slow (45-80d),0.40860215053763443,Q4 (Bottom),0.5456363195906655,54.6,High Risk,Lead Source: Inbound,Review deal with manager + offer POC or discount
D02279,2024-02-05,2024-04-17,rep_1,Ecommerce,Europe,Pro,Outbound,Demo,7690,72,Lost,0,2024,2,2024Q1,2024Q2,2024Q1,Small (<10K),Slow (45-80d),0.4549763033175355,Q2,0.5455885502178359,54.6,High Risk,Lead Source: Outbound,Review deal with manager + offer POC or discount
D03343,2024-03-19,2024-06-26,rep_1,Ecommerce,APAC,Pro,Inbound,Qualified,16164,99,Lost,0,2024,3,2024Q1,2024Q2,2024Q1,Mid (10-30K),Stalled (80d+),0.4549763033175355,Q2,0.5462930019488519,54.6,High Risk,Long cycle: 99d | Lead Source: Inbound,Review deal with manager + offer POC or discount
D03723,2024-02-24,2024-04-15,rep_11,SaaS,North America,Core,Inbound,Qualified,7551,51,Lost,0,2024,2,2024Q1,2024Q2,2024Q1,Small (<10K),Slow (45-80d),0.465,Q2,0.5452562799593952,54.5,High Risk,Lead Source: Inbound,Review deal with manager + offer POC or discount
D02355,2024-01-14,2024-03-01,rep_22,EdTech,Europe,Core,Outbound,Proposal,7028,47,Lost,0,2024,1,2024Q1,2024Q1,2024Q1,Small (<10K),Slow (45-80d),0.4009433962264151,Q4 (Bottom),0.5450993503125846,54.5,High Risk,Lead Source: Outbound,Review deal with manager + offer POC or discount
D03102,2024-03-21,2024-06-04,rep_13,Ecommerce,APAC,Enterprise,Referral,Proposal,6763,75,Lost,0,2024,3,2024Q1,2024Q2,2024Q1,Small (<10K),Slow (45-80d),0.441025641025641,Q4 (Bottom),0.5451326349011231,54.5,High Risk,Lead Source: Referral,Review deal with manager + offer POC or discount
D00629,2024-03-01,2024-03-16,rep_5,EdTech,North America,Core,Referral,Proposal,70152,15,Lost,0,2024,3,2024Q1,2024Q1,2024Q1,Enterprise (60K+),Fast (<20d),0.4577114427860697,Q2,0.5454273309434882,54.5,High Risk,"Large deal: $70,152 | Lead Source: Referral",Review deal with manager + offer POC or discount
D03830,2024-03-12,2024-04-25,rep_10,FinTech,North America,Pro,Referral,Demo,12590,44,Won,1,2024,3,2024Q1,2024Q2,2024Q1,Mid (10-30K),Normal (20-45d),0.42408376963350786,Q4 (Bottom),0.545261098828547,54.5,High Risk,Lead Source: Referral,Review deal with manager + offer POC or discount
D01912,2024-03-14,2024-05-24,rep_10,HealthTech,India,Core,Referral,Demo,2349,71,Lost,0,2024,3,2024Q1,2024Q2,2024Q1,Small (<10K),Slow (45-80d),0.42408376963350786,Q4 (Bottom),0.5446546089113204,54.5,High Risk,Lead Source: Referral,Review deal with manager + offer POC or discount
D03719,2024-02-13,2024-03-21,rep_16,FinTech,APAC,Enterprise,Outbound,Closed,77518,37,Won,1,2024,2,2024Q1,2024Q1,2024Q1,Enterprise (60K+),Normal (20-45d),0.47085201793721976,Q1 (Top),0.5447148877480892,54.5,High Risk,"Large deal: $77,518 | Lead Source: Outbound",Review deal with manager + offer POC or discount
D03906,2024-02-03,2024-04-09,rep_10,HealthTech,APAC,Core,Inbound,Closed,4508,66,Won,1,2024,2,2024Q1,2024Q2,2024Q1,Small (<10K),Slow (45-80d),0.42408376963350786,Q4 (Bottom),0.5452761839693252,54.5,High Risk,Lead Source: Inbound,Review deal with manager + offer POC or discount
D03244,2024-01-21,2024-04-29,rep_11,HealthTech,Europe,Enterprise,Inbound,Closed,50662,99,Lost,0,2024,1,2024Q1,2024Q2,2024Q1,Large (30-60K),Stalled (80d+),0.465,Q2,0.5449893700568683,54.5,High Risk,Long cycle: 99d | Lead Source: Inbound,Review deal with manager + offer POC or discount
D01534,2024-02-23,2024-03-13,rep_22,EdTech,North America,Pro,Referral,Demo,8866,19,Won,1,2024,2,2024Q1,2024Q1,2024Q1,Small (<10K),Fast (<20d),0.4009433962264151,Q4 (Bottom),0.5449745744951792,54.5,High Risk,Lead Source: Referral,Review deal with manager + offer POC or discount
D02444,2024-03-11,2024-03-29,rep_20,HealthTech,India,Pro,Partner,Proposal,7326,18,Lost,0,2024,3,2024Q1,2024Q1,2024Q1,Small (<10K),Fast (<20d),0.46956521739130436,Q2,0.5437862046671312,54.4,High Risk,Lead Source: Partner,Review deal with manager + offer POC or discount
D04086,2024-01-12,2024-03-03,rep_1,Ecommerce,Europe,Enterprise,Partner,Negotiation,44808,51,Lost,0,2024,1,2024Q1,2024Q1,2024Q1,Large (30-60K),Slow (45-80d),0.4549763033175355,Q2,0.5442037830949821,54.4,High Risk,Lead Source: Partner,Review deal with manager + offer POC or discount
D01259,2024-03-14,2024-04-18,rep_21,Ecommerce,India,Pro,Referral,Qualified,2288,35,Lost,0,2024,3,2024Q1,2024Q2,2024Q1,Small (<10K),Normal (20-45d),0.5096153846153846,Q1 (Top),0.544161178049859,54.4,High Risk,Lead Source: Referral,Review deal with manager + offer POC or discount
D03061,2024-02-02,2024-05-15,rep_16,EdTech,North America,Pro,Partner,Qualified,32488,103,Lost,0,2024,2,2024Q1,2024Q2,2024Q1,Large (30-60K),Stalled (80d+),0.47085201793721976,Q1 (Top),0.5439481072517481,54.4,High Risk,Long cycle: 103d | Lead Source: Partner,Review deal with manager + offer POC or discount
D01092,2024-03-21,2024-07-14,rep_11,FinTech,APAC,Core,Inbound,Qualified,9956,115,Won,1,2024,3,2024Q1,2024Q3,2024Q1,Small (<10K),Stalled (80d+),0.465,Q2,0.5436434038579394,54.4,High Risk,Long cycle: 115d | Lead Source: Inbound,Review deal with manager + offer POC or discount
D03814,2024-01-16,2024-02-27,rep_13,FinTech,APAC,Core,Outbound,Qualified,5164,42,Won,1,2024,1,2024Q1,2024Q1,2024Q1,Small (<10K),Normal (20-45d),0.441025641025641,Q4 (Bottom),0.5435528105775344,54.4,High Risk,Lead Source: Outbound,Review deal with manager + offer POC or discount
D02465,2024-02-13,2024-05-12,rep_5,SaaS,India,Pro,Partner,Negotiation,75091,89,Won,1,2024,2,2024Q1,2024Q2,2024Q1,Enterprise (60K+),Stalled (80d+),0.4577114427860697,Q2,0.5435003604592576,54.4,High Risk,"Long cycle: 89d | Large deal: $75,091 | Lead Source: Partner",Review deal with manager + offer POC or discount
D03318,2024-03-23,2024-06-01,rep_12,HealthTech,North America,Enterprise,Outbound,Qualified,4920,70,Won,1,2024,3,2024Q1,2024Q2,2024Q1,Small (<10K),Slow (45-80d),0.48333333333333334,Q1 (Top),0.5427499980271118,54.3,High Risk,Lead Source: Outbound,Review deal with manager + offer POC or discount
D04823,2024-03-09,2024-03-28,rep_16,FinTech,North America,Enterprise,Outbound,Closed,7600,19,Won,1,2024,3,2024Q1,2024Q1,2024Q1,Small (<10K),Fast (<20d),0.47085201793721976,Q1 (Top),0.5429010384541423,54.3,High Risk,Lead Source: Outbound,Review deal with manager + offer POC or discount
D00871,2024-01-16,2024-05-01,rep_7,SaaS,India,Core,Inbound,Proposal,51228,106,Lost,0,2024,1,2024Q1,2024Q2,2024Q1,Large (30-60K),Stalled (80d+),0.4166666666666667,Q4 (Bottom),0.54313187722267,54.3,High Risk,Long cycle: 106d | Lead Source: Inbound,Review deal with manager + offer POC or discount
D02582,2024-02-15,2024-05-02,rep_16,EdTech,Europe,Core,Outbound,Closed,12599,77,Won,1,2024,2,2024Q1,2024Q2,2024Q1,Mid (10-30K),Slow (45-80d),0.47085201793721976,Q1 (Top),0.5433379007526477,54.3,High Risk,Long cycle: 77d | Lead Source: Outbound,Review deal with manager + offer POC or discount
D01643,2024-01-18,2024-02-02,rep_19,SaaS,North America,Enterprise,Inbound,Closed,53907,15,Lost,0,2024,1,2024Q1,2024Q1,2024Q1,Large (30-60K),Fast (<20d),0.47959183673469385,Q1 (Top),0.5432189854693089,54.3,High Risk,Lead Source: Inbound,Review deal with manager + offer POC or discount
D04885,2024-03-02,2024-05-15,rep_17,SaaS,India,Core,Outbound,Negotiation,37345,74,Won,1,2024,3,2024Q1,2024Q2,2024Q1,Large (30-60K),Slow (45-80d),0.44571428571428573,Q3,0.5423475590116039,54.2,High Risk,Lead Source: Outbound,Review deal with manager + offer POC or discount
D00651,2024-03-06,2024-06-15,rep_13,EdTech,APAC,Enterprise,Inbound,Closed,19316,101,Lost,0,2024,3,2024Q1,2024Q2,2024Q1,Mid (10-30K),Stalled (80d+),0.441025641025641,Q4 (Bottom),0.5419209383654271,54.2,High Risk,Long cycle: 101d | Lead Source: Inbound,Review deal with manager + offer POC or discount
D00244,2024-03-08,2024-05-12,rep_3,HealthTech,APAC,Core,Outbound,Closed,58986,65,Lost,0,2024,3,2024Q1,2024Q2,2024Q1,Large (30-60K),Slow (45-80d),0.4722222222222222,Q1 (Top),0.5421132576771962,54.2,High Risk,Lead Source: Outbound,Review deal with manager + offer POC or discount
D02612,2024-02-18,2024-05-10,rep_22,SaaS,India,Enterprise,Outbound,Negotiation,18380,82,Lost,0,2024,2,2024Q1,2024Q2,2024Q1,Mid (10-30K),Stalled (80d+),0.4009433962264151,Q4 (Bottom),0.5422352923026091,54.2,High Risk,Long cycle: 82d | Lead Source: Outbound,Review deal with manager + offer POC or discount
D03566,2024-02-22,2024-05-05,rep_16,HealthTech,Europe,Enterprise,Partner,Negotiation,9687,73,Won,1,2024,2,2024Q1,2024Q2,2024Q1,Small (<10K),Slow (45-80d),0.47085201793721976,Q1 (Top),0.5408696489695115,54.1,High Risk,Lead Source: Partner,Review deal with manager + offer POC or discount
D01536,2024-03-25,2024-06-02,rep_9,SaaS,India,Core,Partner,Demo,6825,69,Lost,0,2024,3,2024Q1,2024Q2,2024Q1,Small (<10K),Slow (45-80d),0.44623655913978494,Q3,0.5406006287320353,54.1,High Risk,Lead Source: Partner,Review deal with manager + offer POC or discount
D00502,2024-01-09,2024-04-23,rep_7,FinTech,APAC,Core,Referral,Demo,4365,105,Lost,0,2024,1,2024Q1,2024Q2,2024Q1,Small (<10K),Stalled (80d+),0.4166666666666667,Q4 (Bottom),0.5408656142395799,54.1,High Risk,Long cycle: 105d | Lead Source: Referral,Review deal with manager + offer POC or discount
D03122,2024-03-19,2024-06-14,rep_1,EdTech,Europe,Core,Inbound,Qualified,9530,87,Lost,0,2024,3,2024Q1,2024Q2,2024Q1,Small (<10K),Stalled (80d+),0.4549763033175355,Q2,0.5410526477625354,54.1,High Risk,Long cycle: 87d | Lead Source: Inbound,Review deal with manager + offer POC or discount
D03786,2024-01-11,2024-04-27,rep_8,HealthTech,India,Core,Referral,Demo,15698,107,Won,1,2024,1,2024Q1,2024Q2,2024Q1,Mid (10-30K),Stalled (80d+),0.48128342245989303,Q1 (Top),0.5398848460227383,54.0,High Risk,Long cycle: 107d | Lead Source: Referral,Review deal with manager + offer POC or discount
D02071,2024-02-12,2024-03-15,rep_25,FinTech,Europe,Pro,Partner,Closed,17381,32,Lost,0,2024,2,2024Q1,2024Q1,2024Q1,Mid (10-30K),Normal (20-45d),0.45365853658536587,Q3,0.53974249346714,54.0,High Risk,Lead Source: Partner,Review deal with manager + offer POC or discount
D00080,2024-03-06,2024-03-27,rep_17,EdTech,India,Pro,Referral,Proposal,18612,21,Lost,0,2024,3,2024Q1,2024Q1,2024Q1,Mid (10-30K),Normal (20-45d),0.44571428571428573,Q3,0.5402058520504872,54.0,High Risk,Lead Source: Referral,Review deal with manager + offer POC or discount
D03316,2024-01-30,2024-05-11,rep_5,Ecommerce,North America,Pro,Referral,Qualified,2653,102,Lost,0,2024,1,2024Q1,2024Q2,2024Q1,Small (<10K),Stalled (80d+),0.4577114427860697,Q2,0.5395361225287039,54.0,High Risk,Long cycle: 102d | Lead Source: Referral,Review deal with manager + offer POC or discount
D02750,2024-01-26,2024-03-22,rep_22,Ecommerce,APAC,Core,Referral,Proposal,10050,56,Won,1,2024,1,2024Q1,2024Q1,2024Q1,Mid (10-30K),Slow (45-80d),0.4009433962264151,Q4 (Bottom),0.5391425347560896,53.9,High Risk,Lead Source: Referral,Review deal with manager + offer POC or discount
D03451,2024-03-22,2024-05-05,rep_9,SaaS,APAC,Pro,Partner,Proposal,9269,44,Lost,0,2024,3,2024Q1,2024Q2,2024Q1,Small (<10K),Normal (20-45d),0.44623655913978494,Q3,0.5388821270001398,53.9,High Risk,Lead Source: Partner,Review deal with manager + offer POC or discount
